,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0027616571485194,0.5648553745138962,0.0,0.46152894522333254,1.1787867443093827,2.5322651099476166,1.4853950637827964,0.06471113421010492,0.16438949320149981,1.767396112390691,0.0,1.1521686821336754,1.0280838005812007,0.8678142908781493,2.33827970449374,1.0207107515638547,0.07576648370104284,0.9880315169833408,1.1619270451195953,0.0,0.9778502344059513,0.0,1.5757726508417218,0.6823963342506953,0.0,0.7218612020845747,1.9640904143164435,1.058325692002391,0.0,2.004324740495214,0.6126767123246447,0.8780840856536021,0.9706841235627612,0.7832731804854562,0.7258339719039726,1.1429172400328245,0.0,1.06560180160621,0.6521974970063941,1.3202797666128776,1.0088354005738136,0.0,0.9894202709914273,0.4279671475836927,1.428554790383848,1.224513836375689,0.8046043143223656,0.0,1.0195880751972624,1.412553395028682
1,0.3949130335005892,0.517670829198105,0.282068688900765,0.14353323312554644,0.5508653828176286,0.0,0.3748413605519275,1.341372384808424,0.7507301769705702,0.008699311947971602,0.881300207520539,0.05174006454112073,0.34610168275775677,0.25150645895737195,0.0,0.5828587221576557,0.6064901572247737,0.3549539054079521,0.42900209183505333,0.2072008921870087,0.605742286472621,0.0,0.45958556177725995,1.1485138133891115,0.02573740012661339,0.3725481240791124,0.0,0.49405174764919707,0.0,0.0,0.3139785961701339,0.290673888368046,0.2554836421749961,0.34929146288738877,0.3941865022512728,0.27143266303839464,0.9841422241246524,0.46777623956427516,0.2676689455028379,0.0,0.36289096811802696,0.6909499453085296,0.538991918962623,0.321575850942681,0.0,0.4741199687267205,0.5811623490357755,0.6571319046737121,0.39746297815136256,0.4984044710012571
2,0.27206735368614404,0.22389979758000364,0.10127687301612388,0.14820535502166216,0.4461783804468213,0.0,0.23930371004706533,0.20721406432646058,0.6371158564535994,0.0,0.6560041877129864,0.0,0.2653716532664275,0.15962208855426896,0.0,0.4674284040002564,0.4846110336784546,0.21191222606430676,0.28147306396803545,0.021770813398277283,0.44573089381950964,0.0,0.2895325551697759,0.8980705993821861,0.6668113739137775,0.3104171030271091,0.0,0.33892037541159786,0.0,0.0,0.2773840580468591,0.18157374843400315,0.14163369116569585,0.25573474848203975,0.3202756702389599,0.18041474641899333,0.9885248494220741,0.33690460962002106,0.19546815644687993,0.0,0.25662084138475316,0.6360375023704412,0.3442142779510067,0.30999762683586557,0.0,0.3161494682058101,0.5049180445800991,0.7775829008773917,0.26267421286858617,0.47742734445724105
3,0.15847075991480855,0.22441021763447494,0.0,0.11174537157868175,0.3556168944625687,0.0,0.14817354643348005,0.9480396676035437,0.6170816680318227,0.0,0.523358460890346,0.0,0.16916817397849457,0.08490810919375744,0.0,0.3914547403550404,0.4083436831086842,0.08048065768191745,0.19010578535013464,0.04823720640957028,0.3996759232458,0.0,0.20846207114813656,0.8790570274688088,0.1675331507856906,0.1875214781710189,0.0,0.17208559507669682,0.0,0.0,0.20291689672643676,0.12372380271169262,0.08752566750606461,0.17668928215753962,0.21703496759769209,0.11710603973583276,1.049177678556908,0.3221667452498199,0.09154716286457498,0.0,0.2004281839072403,0.750958700855298,0.28919812554976065,0.3403236910314216,0.0,0.19665442196570748,0.46540960719915353,0.7634911261168865,0.16967671358528122,0.3701669734957068
4,0.0945521650433863,0.09706653912660992,0.0,0.12179316218746569,0.13475590243430802,0.0,0.0832566453603277,0.17033741338979144,0.5648743978046236,0.0,0.4437901648344129,0.0,0.11981721969723602,0.03027807953723814,0.0,0.22715385937905855,0.24672785639694297,0.05491583841930135,0.0738359413063124,0.0,0.18452322163226545,0.0,0.10062029209127034,0.7486119325685253,0.47327655371882366,0.16305509624712508,0.0,0.08264911553473833,0.0,0.0,0.18421509062045413,0.03550023644130324,0.036576927546238015,0.05845082564720544,0.13091816895586883,0.03620520463429246,0.9961936990341087,0.1792216168025814,0.02409843830031339,0.0,0.09854441878517321,0.5968766035034522,0.25776460181116234,0.2346471037653928,0.0,0.10100841270632989,0.3195815687418573,0.5971938305074289,0.0631395825819482,0.347483445614985
5,0.9694267565103055,0.44642738538035676,1.2532452076170664,1.1387053973499157,1.1360052468232569,0.0,1.2949020898789119,0.0906164795170782,0.2784155846347541,0.3997808209562239,0.7907190201705311,0.17982760606002687,0.9116812578719652,0.7679147011222345,0.23787553437686726,0.8255734169027643,0.9078055850297743,1.0354304555061182,1.087765140770809,1.2202916596607007,0.946897424345829,2.0116103321909717,1.4722863218200979,0.9160472058768238,1.1720326816153837,0.5876428590548463,0.12050438405297688,1.0274348118453782,0.0,0.39272454028442894,0.5562663614367597,0.8143913394131275,0.8248445933110053,0.7436090549671267,0.71838178406681,1.0358689629393176,0.0,0.8169706904381132,0.6518974974783228,0.08737178528836738,0.9601586531346571,1.029299889569573,0.7984671535091563,0.4228079014822028,0.18668016592783693,1.1540527181846192,0.846293461123443,0.0,0.9684304823509716,1.2894333805363436
6,0.9341316240966695,1.3493551749991202,2.006763342684103,0.9509138697291648,1.073782867949439,0.20402849102690174,1.148021296521295,1.6194216356173483,0.8720728883901536,0.0,1.3001305774940093,0.14757773701608282,0.8551202481875146,0.7528267736945606,0.04592921983990787,0.8891471955814017,1.2716216486746614,1.1037377513828406,0.9742965659920636,1.651003896699891,0.9060285920694835,0.0,1.2546467958951746,1.5434612729118533,0.0,0.7066640388197507,0.0,0.9595165582110584,0.0,0.0,0.6484555543441801,0.7322117880678765,0.7073978699348653,0.6666741970978145,0.7066827080050234,0.8509113332078843,0.0,0.8763129003998459,0.6135131667622686,0.08230775496397774,0.9512235637274523,1.0158595205667154,0.8849468533654796,0.47557254133061755,0.0,1.056181670144231,1.0459620155510316,0.0,0.8641234300712107,1.3220303681213057
7,0.7176619130515763,0.354752398761707,1.5789347389427544,0.5715754603576637,0.9917731333918047,0.0,0.9448026845832566,0.0,0.15450101919111692,0.0,1.1482499262203727,0.0,0.6966014673100165,0.6272759980556837,0.0,0.7781944170782199,0.9445755113351817,0.8614772313384151,0.8259681017543477,1.4116443262179477,0.8679230570052452,0.0,0.9988422888191655,0.8624526286705352,1.5688270365537678,0.8006444603980991,0.0,0.8117530561234495,1.884415895423952,0.0,0.5036958772445105,0.6353761146014175,0.5994678303009993,0.6087927444762724,0.6591572975198424,0.663605856482246,0.0,0.7602066072233974,0.521478387472869,0.0,0.8040089762267494,1.0258791280147956,0.7120732314214153,0.4522095734987319,0.0,0.939085148907078,0.6089590570227006,0.0,0.7485188582688629,1.1069816726672541
8,0.6073833870138146,0.828206918446294,1.4035071511369603,0.46875855302224445,0.8776988068120305,0.0,0.7820612156650621,1.912596430119333,0.9111872438253916,0.0,1.181076072017116,0.021911565701554742,0.5449848204890936,0.5537307734680543,0.0,0.7967632380719865,1.088232652754844,0.7931462786508628,0.7312484945727997,0.883168323991628,0.8353399787933276,0.0,0.8666327693689124,1.5488503588918145,0.0,0.7773139327612627,0.0,0.7176575191226354,0.0,0.0,0.5263161560658173,0.5240601965176019,0.4908845039480026,0.5441815823326935,0.5741138667271002,0.5201722612337051,0.23741176813637815,0.7860221640229921,0.45320351902120304,0.0,0.6631101923187914,1.222796836063521,0.7692542640489233,0.3624440412845824,0.0,0.8057453365854921,0.8271593250009235,0.15625819701595867,0.6239258507949245,0.839112118625042
9,0.4809769920249243,0.23498425072984194,0.8718826457663507,0.38682561338150506,0.6446518884232981,0.0,0.5850707829979399,0.0,0.759800793247337,0.0,0.7432923269151681,0.0,0.44249184458344465,0.38951192355574965,0.0,0.6061029219951024,0.7676774728761063,0.5524206691028838,0.587126540537757,0.5066072367520715,0.6918966171535055,0.0,0.6074597097910104,1.2213004649830168,1.0978410817983153,0.5840121278079221,0.0,0.6420065824155975,0.09459923598827638,0.0,0.4099379913007872,0.4130689082226386,0.3548540742365309,0.4545573424078913,0.45444038963994793,0.3765485275426856,0.6078195905006216,0.597017968227953,0.3465493714767289,0.0,0.48254653675857745,0.9764608850064775,0.5574090841543135,0.33728529637282556,0.0,0.6242980957472117,0.6823097550932128,0.3633157030515812,0.486392724451319,0.7488269196987676
